date 	event
2014-10-17	(1) Iraqi Army troops and police stormed an ISIL camp in Jaberiya, killing 60 ISIL militants; other senior ISIL figures were killed in another attack near Ramadi Three MiG-21 or MiG-23 fighters were being flown by ISIL militants who were undergoing training by former Iraqi Ba'ath officers at Al Jarrah air base. Yemen leaders of Al-Qaeda in the Arabian Peninsula urged all jihadists to join ISIL in the fight against Western "crusaders".; (2) The US launched 25 airstrikes against ISIL in Syria and Iraq.
2014-10-18	Car bombings killed 30 people in Baghdad.
2014-10-19	A suicide bomber killed 19 people and wounded 28 others outside a Shia mosque in Baghdad.
2014-10-20	Airstrikes killed 60 ISIL militants in the Anbar province in Iraq. Suicide bombers and car bombings killed 43 people and wounded 85 others in Baghdad and Karbala. After preventing Kurdish reinforcements from reaching Kobani for weeks, Turkey finally agreed to let Peshmerga reinforcements pass through Turkish territory. The US Air Force started dropping weapons and supplies to the Kurds comprising the resistance in the town. ISIL members wounded and tried to kidnap Abu Nissa, the leader of the rebel group Liwa Thuwwar al-Raqqa, in the Turkish town of Urfa The remaining 2,000 Yazidis in the Sinjar area—mainly volunteer fighters but also hundreds of civilians—were forced by ISIL to retreat to the Sinjar mountains.
2014-10-21	A series of bombings killed at least 30 people and wounded 57 others in Baghdad, while mortar shells fell inside the Green Zone. A suicide attack killed 15 Peshmerga fighters and wounded 20 near Mosul Dam. According to the SOHR, 40 fighters from Jabhat al-Nusra, including an emir, joined ISIL. It was also reported that the US had accidentally airdropped weapons to ISIL.
2014-10-22	Car bombings killed 37 people and wounded 66 in Baghdad. Syrian Air Force claimed that it destroyed two fighter jets previously captured by ISIL at Jarrah air base. An American volunteering with the YPG claimed that ISIL have used chemical weapons during the siege of Kobani, providing photos.
2014-10-23	ISIL militants recapture a hill to the west of Kobani. The village of Zauiyat albu Nimr and the surrounding area, in Anbar province, was captured by ISIL after weeks of fighting with the Sunni Albu Nimr tribe; 60 people were captured. Al-Sheikh Khayri, a Yazidi commander, was killed in the fighting on Mount Sinjar. Abu Qahtan, an ISIL commander, was killed in fights with Kurdish Peshmerga near Mosul Dam. The Syrian Observatory for Human Rights announced that 464 ISIL militants, 57 Al-Nusra militants and 32 civilians had been killed in U.S. air strikes since September. Also, ISIL fighters made it within 25 kilometers (15.5 miles) of the Baghdad Airport.
2014-10-24	(1) A double attack on an Egyptian army checkpoint in the Sinai Peninsula killed at least 30 Egyptian soldiers. Ansar Bayt al-Maqdis which has recently pledged allegiance to ISIS has taken responsibility of the attacks.; (2) ISIL fighters take control of air-drop zone outside Kobani. Iraqi officials confirm that ISIL militants have targeted Iraqi troops with chemical weapons. Evidence from Kobani suggests ISIL used chemical weapons against defenders.
2014-10-25	The Iraqi Army retakes the town of Jurf al-Sakhar (67 Iraqi soldiers and pro-government militias and 300 ISIL militants were killed in the battle, according to Iraqi sources), while Peshmerga forces retake the town of Zumar, and ten surrounding villages, killing 81 ISIL militants. The U.S. Air Force launched 22 air strikes between 24 and 25 October. Nidal Malik Hasan, the killer of the 2009 Fort Hood shooting, requested "to be made a citizen of the Islamic State". Six Lebanese soldiers, two civilians and an at least nine militants were killed in clashes with ISIL-linked Sunni militants in the city of Tripoli, which also led to the arrest of 20 suspects. A suicide bomber killed 8 Shiite militiamen and wounded 17 in the Iraqi town of Taji.
2014-10-26	during the Siege of Kobani, ISIL failed for the fourth time to capture the border gate with Turkey in the northern al-Jomrok neighbourhood. The Iraqi army retook four villages in the Himreen mountains. Two bombs killed five people and wounded 15 in Baghdad.
2014-10-27	ISIL car bombings killed 27 Iraqi soldiers and Shia militamen and wounded 60 in Jurf al-Sakhar, and killed 15 civilians and wounded 23 in Baghdad. The U.S. Air Force launched 11 more air strikes in Iraq and Syria. The Lebanese Army took the last positions held by ISIL militants in Tripoli, after 11 Lebanese soldiers, eight civilians and 22 militants were killed in three days of battle; 162 militants were captured. ISIL released another video with British hostage John Cantlie, in which he claimed that the city of Kobani was mostly under ISIL control, with only a few pockets of Kurdish resistance remaining. He also claimed that the Battle of Kobani was "largely over", and that ISIL forces were mostly mopping up in the city. The captions in the video, displaying the Turkish flags at the border, claimed that it was filmed by one of the four ISIL drones. However, the video has been deemed to be ISIL propaganda, especially since analysts claim that it was filmed about a week earlier. Additionally, 200 Iraqi Kurdish forces will soon arrive in Kobani as reinforcements, via the Syrian-Turkish border.
2014-10-29	Australian ISIL leader and recruiter Mohammad Ali Baryalei was confirmed to have been killed. Fifty Free Syrian Army and 150 Kurdish Peshmerga reinforcements reached Kobani. The US launched 14 air strikes in Iraq and Syria between 28 and 29 October. Two-hundred and twenty members of the Albu Nimr tribe were killed while captive by ISIL, 70 in Hīt and 150 in Ramadi. ISIL forces captured three gas wells east of Palmyra in Homs province, and killed 30 Syrian Army soldiers in an attack on the Shaer gas field. A suicide bomber killed five policemen and wounded 18 civilians in Youssifiyah near Baghdad. ISIL released the last 25 of a group of 150 Kurdish children previously kidnapped from Kobani. The Iraqi Army retook six villages near Baiji.
2014-10-30	ISIL captured the Shaer gas field near Homs, Syria. Norway announced that it would send 120 soldiers to Iraq to help train the Iraqi Army to fight ISIL.
2014-10-31	The UN stated that overall 15,000 foreign fighters had joined ISIL in Iraq and Syria. While battle raged in Baiji between ISIL and the Iraqi Army and Shia militia, bombings killed 15 people and wounded 34 in and near Baghdad. Abu Bakr al-Baghdadi was proclaimed caliph of the "Islamic Caliphate of Derna" established by jihadists in Derna, Libya.
2014-11-01	ISIL killed 50–67 more displaced members of the Albu Nimr tribe, in the village of Ras al-Maa. Thirty-five bodies of members of the same tribe were found in another mass grave. News spread that ISIL had started killing former police and army officers in areas under its control—especially Mosul—in order to prevent possible uprisings. Among those killed were Colonels Mohammed Hassan and Issa Osman. Suicide bombers and car bombings killed at least 24 people and wounded dozens in the Baghdad area. Ten US airstrikes were launched in Syria and Iraq.
2014-11-02	ISIL killed 50–75 more members of the Albu Nimr tribe in Ras al-Maa and Haditha and 17 were kidnapped. Overall, 322 members of the Albu Nimr tribe had been killed by 2 November. Car bombings killed 44 Shia pilgrims and wounded 75 in Baghdad. Also, in response to the US-led airstrikes, representatives from Ahrar ash-Sham attended a meeting with the al-Nusra Front, the Khorasan Group, the Islamic State of Iraq and the Levant, and Jund al-Aqsa, which sought to unite several hard-line groups against the US-led Coalition and other moderate Syrian Rebel groups.
2014-11-03	ISIL claimed to have captured the Jahar gas field in Homs province, Syria. After ransoms had been paid, 234 Yazidis kidnapped in August were released. Canadian planes launched their first airstrikes against ISIL near Fallujah. US planes launched 14 airstrikes on 2–3 November. ISIL killed 36 more members of the Albu Nimr tribe in Ras al-Maa.
2014-11-04	ISIL released 93 Syrian Kurds kidnapped in February.
2014-11-05	A leader of the Albu Nimr tribe stated that 540 of its members had been killed by ISIL. US allies conducted 23 airstrikes between 3 and 5 November in Iraq and Syria. The Syrian Army and militia recaptured the Jhar and Mahr gas fields near Homs from ISIL.
2014-11-07	Car bombings in Baiji, killed eight servicemen and policemen—among them Faisal Malek—and wounded 15. The US decided to send 1,500 more troops to Iraq, increasing the number of US troops stationed there to 3,000. Also, a US airstrike killed 20 ISIL militants near Mosul, including Abu Ayman al-Iraqi, The ISIS's Military Chief, who was replaced by Abu Suleiman al-Naser. Abu Ayman al-Iraqi, Top ISIS commander in Iraq, was wrongly reporty killed at that time. Rumours spread that Abu Bakr al-Baghdadi may have been killed or seriously wounded in the attack.
2014-11-08	Twenty-seven ISIL fighters were poisoned by Syrian rebels who had infiltrated as cooks into the Fath El-Shahel camp; twelve were killed. Six car bombings killed 40 people and wounded 90 in Baghdad and Ramadi.
2014-11-09	The Syrian Air Force bombed the ISIL-held town of Al-Bab in Aleppo province, killing 21 and wounding over 100.
2014-11-10	Seventy more members of the Albu Nimr tribe were killed by ISIL near Hit. The main Egyptian militant group operating in Sinai Ansar Beit al-Maqdis pledged allegiance to ISIL. RAF drones were launched in their first airstrikes against ISIL in Iraq.
2014-11-11	A car bombing killed eight people and wounded 13 in Baiji, which had been largely recaptured by the Iraqi Army; more car bombings killed nine people and wounded 24 in and near Baghdad.
2014-11-12	Kurdish forces in Kobanî cut off a road used as a supply route by ISIL. The road connects Kobanî with Ar-Raqqah. The Kurdish forces managed to cut off the supply route from Ar-Raqqah after capturing parts of the strategic Mistanour Hill. Idris Nassan, a local official in Kobanî, claimed that ISIL's control over the town had been reduced to less than 20 percent.
2014-11-14	(1) The Iraqi Army retook the city of Baiji from ISIL. Car bombings killed 17 people and wounded 57 in Baghdad.; (2) Clashes between the Filipino army and Islamist militants with links to the Islamic State and al-Qaida. Five soldiers and nine gunmen with the Abu Sayyaf extremist group were killed in the gun battle that broke out in Sulu province's mountainous Talipao town. A further 26 soldiers and 30 militants were wounded.
2014-11-16	ISIL released a video showing a beheaded American hostage, Peter Kassig, and the beheading of 15 Syrian Army prisoners. Kurdish fighters captured six buildings from Islamic State militants besieging the Syrian town of Kobani, and seized a large haul of their weapons and ammunition.
2014-11-19	Radwan Taleb al-Hamdoun, ISIS Governor of Mosul, was reportedly killed in Mosul. His car was hit by an air strike killing him and his driver.
2014-11-21	ISIL disrupts cellular phone calls in Mosul. ISIL fears informants are passing information to Iraqi forces.
2014-11-22	A German father fighting at Mount Sinjar asks for more US airstrikes in the region between Sinjar and Dahuk, so that he and his family can go back to their lands and "live in peace".
2014-11-23	Iraqi and Peshmerga forces began a campaign to retake the towns of Jalawla and Saadiya in the Diyala Governorate, with a senior official in the Patriotic Union of Kurdistan party declaring the liberation of both towns. A Kurdish commander declared all of Jalawla to be under the control of Peshmerga forces. Several casualties were sustained when planted bombs left behind by ISIL exploded. Dozens of soldiers were wounded in the fighting. Ammar Hikmat, deputy governor of Saladin Province, announced an attack by Iraqi forces on ISIL on the Baghdad-Samarra road. Iraqi TV reported the road successfully opened.
2014-11-25	The Syrian Arab Air Force launched a series of airstrikes on Ar-Raqqah, killing at least 60 people. A monitor for the Syrian Observatory for Human Rights (SOHR) reported at least 63 deaths, over half of which were civilian. The SOHR also reported the stoning to death of two young men by ISIL, for alleged homosexuality. The killings occurred in the Deir ez-Zor Governorate, one in Mayadin and the other in Deir ez-Zor.
2014-11-29	ISIL launched a counter-attack in Kobanî, by detonating four suicide cars and explosive belts, following clashes between the two conflicting parties in the town. According to the SOHR, eight YPG fighters and 17 ISIL fighters were killed in the clashes. According to the German news outlet 'Der Spiegel', ISIL fighters also attacked YPG positions near the border gate from Turkish soil. According to the SOHR, YPG fighters crossed the Turkish border and attacked ISIL positions on Turkish soil, before pulling back to Syria. Soon afterwards, the Turkish Army regained control of the border crossing and silos area.
2014-12-02	According to reports, Saja al-Dulaimi, one of al-Bagdadi's wives—or a former wife—and his daughter were arrested in Lebanon and held for questioning.
2014-12-06	The Libyan Army begins a ground assault of the ISIL-occupied city of Derna, Libya, and army units moved within a few kilometres of Derna, retaking control of villages and roads leading to the city.
2014-12-10	Man charged on accounts of homosexuality then thrown off a building in northern Iraq by the Islamic state, then he was stoned to death by a crowd.
2014-12-12	F-16 jets from Morocco join the Counter-DAESH Coalition effort, hitting ISIL targets near Baghdad and other unidentified areas.
2014-12-13	ISIL advanced within 32 km of the city of Ramadi in the Al Anbar Governorate, west of Baghdad. The city of Hīt is currently confirmed to be under ISIL control.
2014-12-14	During the early morning hours of 14 December, U.S. ground forces allegedly clashed with ISIL alongside the Iraqi Army and Tribal Forces near Ein al-Asad base, west of Anbar, in an attempt to repel them from the base where about 100 U.S. advisers are stationed, when ISIL attempted to overrun the base. According to a field commander of the Iraqi Army in Anbar province, "the U.S. force equipped with light and medium weapons, supported by F-18, was able to inflict casualties against fighters of ISIL organisation, and forced them to retreat from the al-Dolab area, which lies 10 kilometres from Ain al-Assad base." This is said to be the first encounter between the United States and ISIL, in four years. However, this claim has been called "false" by The Pentagon.
2014-12-16	India bans support for ISIL, but some officials fear that the ban may impact the fate of 39 Indian construction workers who were captured by ISIL in Iraq.
2014-12-17	Peshmerga forces launched the Sinjar offensive from Zumar and managed to break the Siege of Mount Sinjar, recapture more than 700 square kilometres of territory, close in on Tal Afar, clear areas north of Mount Sinjar, and pushed into the city of Sinjar. The offensive is ongoing as of 17 December
2014-12-18	(1) Fadhil Ahmad al-Hayali alias Haji Mutazz, the deputy in Irak of ISIS leader al-Baghdadi, was wrongly reported dead at that time by a senior U.S. military official. Abd al Basit, Military emir in Iraq, is also allegedly reported dead.; (2) Three rebel groups near the Golan Heights region, which had previously been aided by the United States, switched sides and pledged loyalty to ISIL.
2014-12-19	US General James Terry announced that the number of U.S. airstrikes to date on ISIL had increased to 1,361.
2014-12-20	ISIS ‘military police’ executed 100 foreign fighters who attempted to quit and flee from the insurgents’ de facto capital of Raqqa in northern Syria as frustration among militants has been growing.
2014-12-21	The Sinjar offensive ends in a decisive Kurdish victory, and the city of Sinjar is momentarily captured, as ISIL forces retreated to Tell Afar and Mosul.
2014-12-22	Kurdish forces claim that ISIL control of Kobanî was reduced to 30%.
2014-12-23	U.S. conducts 10 air strikes in Syria and Iraq. The air strikes destroy oil combining equipment and kill some unknown number of fighters.
2014-12-24	SOHR reported that ISIL shot down an Anti-ISIL Coalition warplane near Ar-Raqqah, and ISIL supporters claimed on social media, with photos, to have captured the Jordanian pilot. The US said the plane crashed, but was not shot down. Also, an ISIL suicide bombing in Madin killed 15 pro-government Sunni fighters and 7 Iraqi soldiers, and wounded 55.
2014-12-25	Iraqi police reported that the newly appointed ISIL governor of Mosul was killed in a Counter-ISIL Coalition airstrike. Hassan Saeed Al-Jabouri, also known as Abu Taluut, had been in office less than 25 days, replacing another man killed earlier in December 2014. It was also revealed that US planned to retake Mosul in January 2015.
2014-12-27	The U.S. and other Coalition nations conducted 23 airstrikes against ISIL. The airstrikes destroyed ISIL vehicles, buildings, and fighting positions, and hit a large ISIL unit.
