date 	event
2015-07-10	(1) Hafiz Saeed Khan, the Emir of ISIL's Khorasan Province, was killed in a drone strike in Afghanistan. At least 30 other insurgents were killed in the airstrike.; (2) A Swedish member of ISIS, known as Abu Othman, died after a bombing on an ISIS media center in Anbar Province in Iraq. At least 23 members of ISIS were reportedly killed in the raid in Anbar, according to the Swedish Foreign Ministry.
2015-07-11	(1) ISIL claims responsibility for a car bomb blast at the Italian consulate in Cairo, Egypt.; (2) Maher Meshaal, a Jihadi chief singer and songwriter, has been killed during an airstrike by the U.S.-led coalition in Syria's Hasakah. Meshaal, a Saudi national also known as Abu Hajar al-Hadrami, was known for singing and writing jihadi hymns for the radical group.; (3) The Islamic State group transferred at least 50 Syrian young men to Iraq. Most of them are former fighters of the Free Syrian Army (FSA) "who had declared their repentance" at the hands of IS militants.
2015-07-12	(1) It was reported that Islamic State's militants captured more than 100 soldiers from the Syrian regime forces, including officers. This comes after fierce fighting broke out between IS militants and Syrian regime's army in the sub-districts of Abu al-Fawares and Bayarat in Palmyra suburb, Syria.; (2) Kurds repel ISIL attacks near Kobane. An ISIL militant was killed in clashes near the village of Sina south Kobane, and another militant fell in clashes near the town of Shuyookh.
2015-07-13	Two senior jihadists from the Islamic State group (IS/ISIS) were killed in the embattled city of Hasakah, northeastern Syria, when an IS stronghold was hit by a U.S.-led airstrike. Abu Osama al-Iraqi and Abu Amer ar-Rafdan, prominent IS militants who used to lead the group's operations in Syria's Hasakah against Kurdish forces and Syrian army, were reportedly killed during a coalition airstrike on IS headquarters southern Hasakah.
2015-07-14	A young German fighter in the ranks of the Kurdish forces of People's Protection Units (YPG) has been killed during clashes against ISIS in the province of Raqqa, northeastern Syria. Kevin Joachim,22-year-old, is the second German who has been killed while fighting in the ranks of the Kurdish YPG.
2015-07-16	ISIL militants in Sinai attack an Egyptian Navy ship with a guided anti-tank missile. The frigate, which was floating off the coast of Rafah town, was hit with two guided missiles, causing a complete destruction and the killing of its crew members.
2015-07-17	ISIL claims responsibility for a bombing in a Khan Bani Saad marketplace that killed 130, injured 130.
2015-07-18	(1) A group of IS gunmen was able to reach Suluk town, in the countryside of Tel Abyad (Gire Spi) in Raqqa province, northeast Syria, and conducted a suicide attack near a YPG checkpoint. At least six IS insurgents were killed during the clashes resulting with Kurdish fighters. Meanwhile, the YPG's leadership issued a statement saying that clashes erupted south of Kobane between the YPG forces and IS militants after an offensive launched by the latter on the southern village of Qal Hadid. "Some 12 IS corpses were found following the clashes on Saturday evening. Our forces seized a deal of arms and ammunition after regaining the village from Daesh (IS)," the statement added.; (2) Saudi authorities announced Saturday the arrest of 431 suspects, mostly Saudi citizens, belonging to the radical group of Islamic State (IS/ISIS), and thwarted suicide bombings before targeting mosques and vital facilities in different parts of the Kingdom.; (3) In Syria, fighter jets of the U.S.-led international coalition targeted ISIL extremists with eight strikes. In Iraq, the coalition targeted the radical group with 23 airstrikes.
2015-07-19	Syrian regime's helicopters dropped several barrel bombs on areas held by ISIS in southern Hasakah, northeast Syria, killing several militants and destroying at least three vehicles. In the meanwhile, Kurdish forces of the YPG made new gains in the fight against militants of Islamic State. According to the Kurdish source, four IS militants were killed during clashes in Hasakah.
2015-07-20	(1) A bomb exploded on the Suruç district of Şanlıurfa, Turkey, killing 32 people and injuring 104. A politician from the pro-Kurdish party of DBP stated that the suicide bomber was a member of ISIS.; (2) A car loaded with remnants of bombs and shells exploded near a YPG center for vehicles' maintenance. At least three YPG fighters lost their lives and two others were injured during the attack.; (3) 13 ISIL fighters were killed by SAAF airstrikes in the city of Al-Hasakah.
2015-07-22	The coalition conducted 30 new strikes against strongholds of the IS militant group, 15 in Syria and a similar number of strikes in Iraq, the U.S. Central Command said in a statement.
2015-07-23	(1) Fierce clashes erupted between militant fighters of the Islamic State (IS/ISIS) and Syrian regime forces near the industrial city northern Aleppo. IS militants killed some 30 soldiers of the pro-Assad forces and captured five others in battles near the hills of Taanah and Maqbala that overlook the industrial city in Sheikh Najjar district, north Aleppo. A Turkish military force was attacked in the Elbeyli sub-district in the Turkish State of Kilis, from the Syrian side of the border which is held by the Islamic State. At least one officer was killed and four soldiers were injured during the attack, local sources reported without identifying the perpetrators. The Turkish military responded to the source of fire inside the Syrian territory. The attackers are believed to be from the IS group.; (2) 2 prominent ISIS militants have been killed by a roadside bomb that was previously planted by the terror group. The explosion is said to have happened when a convoy of fighters from the notorious organisation travelled through the northern town of Makhmour in Iraq. One of the slain emirs was the group's administrator in the area named Abu Malik, and the other one named Abu Abdul-aziz.
2015-07-24	Three F-16 jets of the Turkish air force pounded targets of ISIS in northern Syria. This is the first time that Turkish fighter jets conduct direct airstrikes against the radical group of IS inside Syrian territory since the start of the crisis. Local sources said that some 35 IS militants were killed in the Turkish strike. This operation come one day after IS militants killed a Turkish officer on the border with Syria.
2015-07-26	(1) ISIS executed 7 civilians on charges of "collaborating" with the Iraqi government southwest of Kirkuk. Al-Hashed al-Sha’bi announced the killing of the new ISIS-appointed Wali of Baiji, a few hours before his arrival in the district.; (2) At least 13 suspected Boko Haram militants and three civilians were killed in separate attacks over the weekend after the insurgents raided several remote localities around Lake Chad in Nigeria. The insurgents are also suspected of kidnapping some 30 people in Katikine village.
2015-07-27	(1) The Iraqi security forces clashed with ISIS elements in Husaybah area (7 km east of Ramadi), which resulted in the killing of 17 ISIS members, including the security commander of the organization for Husaybah called Abu Zeinab Iraqi. A security force of the federal police clashed with elements belonging to ISIS in Husaybah al-Sharqiya area east of Ramadi, which resulted in the destruction of 6 vehicles for the organization, as well as the death of 18 snipers in its ranks. 30 ISIS elements were killed, including foreigners, and 6 vehicles destroyed in clashes with federal police in Khalidiya east of Ramadi. Drones belonging to the international coalition bombed 5 ISIS sites, including tactical units and a large warehouses for storing weapons on the outskirts of Hawija (55 km southwest of Kirkuk), killing about 8 and wounding 7 militants of the organization. Among the dead was a senior commander, Sharia court judge to Hawija, and 2 others holding foreign nationality.; (2) Two bombs hit the Kurdish city of Qamishli in northeastern Syria, killing at least two civilians and injuring seven others. Kurdish security said that most likely such an attack could be planned by ISIL. Saleh Zein, a field commander in the rebel battalion of ash-Shamiya Front, said that armed opposition fighters prevented an ISIS military convoy from reaching the city of Aleppo. Indeed, ISIS sent several armored vehicles and heavy artillery from its bases in al-Bab city to combat rebel factions in Aleppo. The rebels lost six of their fighters during the clashes, but they were able to kill dozens of ISIL militants.
2015-07-28	The United States and its allies conducted 11 air strikes in Iraq against the Islamic State and also targeted the militant group with three strikes in Syria A sniper within the ranks of al-Hashed al-Sha’bi militia was able to kill the ISIS so-called financial minister, known as Ibrahim Jassam Fazah, in the district of Fallujah, Iraq. A security force repelled an attack by a booby-trapped vehicle driven by a suicide bomber who attempted to target the security forces in the area of eastern Hasiba (7 km east of Ramadi). The forces managed to destroy the vehicle and kill the bomber before arriving to the target. The forces killed 14 elements of ISIS while advancing into Ramadi City. A force belonging to al-Hashed al-Sha’bi managed to kill 30 ISIS elements in a tactical operation in al-Rashad area, located in the district of al-Karma. ISIS flogged 25 civilians after their arrest for not growing their beards in Sharqat district (120 km north of Salah al-Din). The security forces supported by the Iraqi army aviation and the international coalition have been able to break into Abu Diab area north of Ramadi. 30 ISIS elements were killed during the clashes. ISIS executed 6 brothers from two families shooting them dead in front of a gathering of people in the center of the village of Al-Hegel.
2015-07-29	(1) An IS-led car bomb attack targeted one of the headquarters of al-Nusra Front in the northern countryside of Aleppo near the checkpoint of Malikiya village. The attack killed seven members of the Front and wounded nine others, blowing up the entire checkpoint; (2) IAF conducted air strikes, based on accurate intelligence, to target three vehicles for ISIS near the village of the tree in west of Hawija. One of the vehicles was transporting the so-called Deputy Wali of Kirkuk. The aerial bombing resulted in the death of the target alongside 6 of his aides, in addition to wounding 20-22 other ISIS elements that had accompanied him. The Iraqi Air Force, based on accurate intelligence, were able to destroy the so-called Diwan al-Hesba and the headquarters of the ISIS leaders in the area of al-Ratba. The bombing resulted in killing 13 militants, including senior ISIS leaders. The security forces advanced in the military operations to capture the eastern axis of the city of Ramadi and managed, during the confrontations and clashes with ISIS elements, to kill 23 elements, in addition to destroying five vehicles in Husaybah, and al-Madyaq east of Ramadi. ISIS beheaded 3 of its elements on charges of theft of shops and markets amid the Nineveh province. The security forces were able to capture Albu Diab area north Ramadi. Those forces killed and wounded dozens of ISIS members. Ground missile strikes targeted ISIS headquarters in al-Karma district east of Falluja. The bombing resulted in the killing of 11 ISIS members.
2015-07-30	(1) Kuwaiti authorities arrested a jihadist network belonging to ISIS. The suspects have reportedly received military training and fought beside the radical group in Syria and Iraq, before arriving to Kuwait.; (2) The Iraqi security forces had managed, after fierce battles against ISIS, to advance into the area of the Agriculture College and Road 60 south of Ramadi. The clashes resulted in killing and wounding dozens of ISIS militants. A force belonging to Babylon Operations Command managed to kill 10 ISIS elements, including a suicide bomber of Chechen nationality in west of Ramadi. The security forces were able to kill 12 ISIS militants, including 3 suicide bombers, in an ambush by the federal police, after ISIS attempt to launch an attack on east of Ramadi.
2015-07-31	The Iraqi security forces and the Federal Police foiled an ISIS attack on Husaybah area (7 km east of Ramadi), which resulted in the death of 8 militants and the seizure of 17 anti-tank rockets.
2015-08-13	Syrian rebel fighters of al-Shamiya Front seized new areas, including a gas station, after launching an offensive on ISIS strongholds in the northern countryside of Aleppo. At least 3 IS militants were killed and 4 others were taken hostages by Shamiya rebels. U.S. fighter jets hit IS strongholds in the vicinity of Najm citadel, near Sarrin town of Kobane countryside. This was followed by large explosions in the area indicating that the targets contained large amounts of explosive devices and ammunition.
2015-08-14	Drones of the international coalition bombed five sites for ISIS, including tactical units in the village of Albu Nijm and the villages located between the districts of Daquq and al-Tooz south of Kirkuk, Iraq. The bombing resulted in the killing of around 8 ISIS elements and injuring 7 others. The Iraqi air force carried out six air strikes targeting stores of ammunition and weapons belonging to ISIS in the district of al-Sharqat north of Tikrit. The aerial bombing resulted in the killing of 125 ISIS members and the wounding of 70 others. The security forces, with support from the federal police, managed to kill 29 ISIS militants during confrontations and clashes in Husaybah area (7 km east of Ramadi).
2015-08-15	(1) Elements of Tigris Operations, backed by the Iraqi army, police and al-Hashed al-Shaabi volunteers succeeded in the killing of 76 ISIS extremists, including European and Asian elements, in the battles of Alas and Ajeel oilfields north of Salah al-Din, in addition to destroying 17 vehicles, mostly carrying weapons mono guns. Warplanes of the interactional coalition, with coordination with the Iraqi army forces had bombed two ISIS sites in the area of al-Dulab, located in the city of Heet (70 km west of Ramadi). The aerial bombing resulted in killing dozens of ISIS elements, including the Syrian prominent leader Abu Anas al-Shami.; (2) IS militants seized control of Talalin village in the vicinity of Marea town north Aleppo, after clashes with rebel fighters of al-Shamiya Front.
2015-08-16	The ISIS organization, this afternoon, bombed the main bridge which links between Baiji and Tikrit, in Iraq, by planting quantities of explosives under the bridge. This resulted in the fall of parts of the bridge. The organization aims through the bombing of the bridge to prevent the advance of the security forces and cut any military supplies for the area of Baiji. the Iraqi security forces supported by the Federal Police managed to kill 12 ISIS members, in Husaybah area (7 km east of Ramadi). The forces managed to dismantle 8 booby-trapped houses and 45 an explosive devices in al-Madyaq area east of Ramadi. A force from the commandos managed to kill 3 ISIS leaders and destroy a vehicle after being targeted by a missile in the western axis of Ramadi. Iraqi security forces in the western axis entered Ramadi train station after ISIS militants elements had suffered from heavy losses in lives and equipment. The Iraqi security forces began an extensive military operation with the participation of the Air Force Flight for the liberation of Khalidiya Island (23 km east of Ramadi) from ISIS control.
2015-08-17	(1) The forces of al-Hashed al-Sha’bi [militia], backed by the Iraqi security forces, had managed to kill 10 militants and wound another, while advancing towards the axes of Ramadi City. The ISIS elements have left their weapons and equipment in the battlefield amid clear refraction. The operation also resulted in destroying 3 booby-trapped houses. The Iraqi federal police had managed to kill 15 ISIS elements and destroy 3 vehicles carrying various weapons during a security operation in the district of Baiji in Salahuddin province. A force of Hezbollah Brigades captured Albu Jarad hill in Baiji (40 north of Tikrit) after it was dominated by ISIL. The force was able to open the road linking to the Baiji refinery. The Iraqi security forces have advanced in the military operations in the eastern axis of the city of Ramadi, after controlling ISIS defenses in Husaybah area (7 km east of Ramadi). A force of the federal police managed to kill 3 snipers belonging to ISIS and wounding another after targeting their shelter by SPG9 missile in Madyaq area east of Ramadi. The Iraqi and the international coalition warplanes were able to bomb a convoy belonging to ISIS in Rihaneh area west of Haditha (160 km west of Ramadi), killing and wounding dozens of ISIS elements. The Iraqi security forces were able to cut off all supplies for ISIS militants in Ramadi, and are now trying to cut off their communications lines. A U.S.-led strike hit the group's main headquarters in Ba’quba, killing at least 19 militants, including IS Emir Ali Labib al-Ojaili. The international coalition launched 15 new airstrikes on positions of the radical group in Iraq. Beside killing scores of ISIL militants, the new strikes led to the destruction of at least 2 vehicles and several machine guns.; (2) Syrian rebel fighters repelled ISIS attacks in villages in countryside of Aleppo, near the Syrian border with Turkey. The international coalition hit IS fighting positions with several strikes in the area, which helped rebel fighters to repel IS’ progress and regain strategic areas near border with Turkey.; (3) ISIS has crushed in the past few days a revolt by a Salafist Muslim group and armed residents trying to break its grip on the city, located some 500 km to the east of Tripoli, Libya. Around 70 people have been killed. As a warning to others, ISIS killed 4 fighters from the rival side and hung their corpses on metal gibbets for public display.
2015-08-18	(1) The No. 2 figure in ISIS, Haji Mutazz, was killed in an 18 August drone strike near Mosul, Iraq. Mutazz was traveling in a car with an Islamic State media operative named Abu Abdullah when the vehicle was hit. Two groups belonging to the ISIS organization; one of them led by Abu Musab al-Musli and the other led by Haji Nasser al-Mawla clashed with each other in the area of al-Baaj in western Mosul on the background of the distribution of the booty and funds among themselves. The clashes resulted in the death of 16 elements of them. The joint security forces seized in the agricultural fields surrounding Mukhisa village (6 km east of Abu Saida) a workshop for manufacturing IEDs, which produced 150 packets per month. ISIS elements stoned 5 women to death in Ghazlani camp in Mosul. This came under the pretext of not wearing the veil and refusing to comply with the orders of the organization. The security forces were able today to capture the Traffic Directorate of the province and Zaytoon neighborhood west of Ramadi. During buildings cleansing operations east of Ramadi, the sniper force of the Iraqi federal police were able to kill 5 ISIS elements that were carrying rocket-propelled grenades as they tried to infiltrate and enter one of the buildings in al-Madyaq area. The federal police commandos managed to kill 4 ISIS members, in addition to cleansing three buildings after the dismantling of 13 explosive devices in the eastern axis of Ramadi. Another force of the Federal Police was able to kill 2 ISIS members, after being targeted by missiles in the eastern axis of the city of Ramadi.; (2) At least 16 cases of AIDS were reported in the ranks of the Islamic State in al-Mayadeen city in the eastern Syrian province of Deir ez-Zor. Most of those infected are foreign militants who had sexual intercourses with 2 Moroccan womenbefore their infection was revealed. ISIS stormed bases of the Lebanese Shiite militia of Hezbollah near the Syrian border with Lebanon. After clashes with Hezbollah fighters, IS militants seized Jousiya border crossing. IS militants also seized villages in the vicinity of Jousiya crossing following clashes that claimed lives of dozens of militants on both sides.
2015-08-19	(1) ISIL beheaded Dr. Khaled al-Asaad, who was retired chief of antiquities for Palmyra because ISIL accused him of being an "apostate" and lists his alleged crimes, including representing Syria at "infidel conferences," serving as "the director of idolatry" in Palmyra, visiting Iran and communicating with "a brother in the Syrian security services". Islamic State group claimed responsibility for car bomb attack in Qamishli. At least 13 people were killed during the attack, including 10 civilians and 3 Kurdish security members of the Asayish forces. The international coalition hit tactical units and ISIS fighting positions of during fresh airstrikes in Syria. The operations caused the destruction of 4 tactical units and 6 fighting positions in the countryside of Hasakah. 2 other tactical units of the group were targeted in Aleppo province, while an IS security center was hit in Raqqa.; (2) The Iraqi security forces managed to burn three vehicles carrying mono guns and kill 16 ISIS elements, including a sniper in al-Door area. Anbar Operations Command continues the liberation process of Anbar province, where the security forces launched artillery and missile strikes resulting in the killing of 24 militants, including leaders of the organization (Abu Aisha, Abu Sabah and Abu Yasser) near the defensive line in Albu Aatha area. The security forces were able to destroy a vehicle carrying ISIL elements, in addition to destroying another vehicle in Albu Bali region. The international coalition aviation bombed and destroyed a site for the enemy and killed its element in Humera area, and also burned 2 other sites used to manufacture improvised explosive devices. Iraqi police managed to kill 10 members of ISIS as they tried to infiltrate across the Euphrates River to the eastern axis of the city of Ramadi. The international coalition launched some 16 airstrikes against the radical group in Baiji, Mosul, Makhmur, Habbaniyah, Ramadi, Sinjar and Tal Afar. It caused the destruction of several artillery pieces, vehicles and fighting positions of the Islamic State group.
2015-08-20	(1) A suicide bomber driving a booby-trapped tank tried to get close to the security forces and al-Hashed al-Sha’bi in the area of al-Hawish west of Samarra, Iraq, leading the security forces to target him, however, the explosion of the tank resulted in the injury of 27 elements of the security forces and al-Hashed al-Sha’bi.; (2) Fighters of the YPG, with support of the international coalition, seized control of al-Bahra al-Khatouniyah a strategic town near al-Hawl in the eastern countryside of Hasakah. At least 8 IS militant fighters were killed during the clashes.; (3) ISIS claimed responsibility for an explosion, near the building of the Egyptian national security agency, that killed 29 people, including six policemen, in Cairo.
2015-08-21	(1) The international coalition had bombed two ISIS headquarters, including a training center and a booby-trapping workshop in the city of al-Ratba (310 km west of Ramadi). The aerial bombing resulted in killing 43 elements of the organization. The artillery force of al-Jazeerah and al-Badiyah Operations Command shelled two shelters belonging to ISIS in the area of Albu Hayat in Haditha District (160 km west of Ramadi), killing 15 ISIS elements. Warplanes of the international coalition carried out a number of air strikes on ISIS sites in the district of Kabisa south of Heet (70 km west of Ramadi), which resulted in the destruction of 5 ISIS rocket launchers. The strikes also destroyed 2 rocket launchers in the area of Albu Hayat in Haditha District (160 km west of Ramadi), while killed 4 ISIS elements, including a senior leader.; (2) ISIL destroyed the historic Mar Elian monastery near the town of Al-Qaryatayn in the Homs Governorate. Two British Islamic State jihadists who died in Syria were killed by an RAF drone strike The target of the RAF drone attack was Reyaad Khan, a 21-year-old from Cardiff who had featured in a prominent Isis recruiting video last year. The second British was Ruhul Amin, from Aberdeen. Two other Isis fighters were killed in the attack on the Syrian city of Raqqa; (3) Ten Abu Sayyaf militants were killed, raising to 25 the number of Islamic militants slain and 16 others wounded the past three days as the military continued its operations using 105 mm cannons against the fleeing terror group in Patikul, Sulu, Philippines.
2015-08-22	(1) 9 elements of ISIS were killed in addition of two boats destroyed belonging to the organization and the dismantling of 72 improvised explosive devices (IEDs) during Iraqi army operations west of Ramadi. Five headquarters belonging to the ISIS organization have been destroyed in an aerial strike by the international coalition in west of Mosul, Irak. A force of the seventh Iraqi army division managed to kill a Saudi national who tried to sneak into a defensive position in al-Baghdadi district.; (2) Ayoub El Khazzani, a Moroccan who has links to Islamic State, attempted to kill passengers of a French train leaving from Brussels and going to Paris. He injured seriously 2 people and another one slightly while 3 American passengers overpowered him. El Khazzani had lived in Spain until 2014, moved to France then travelled to Turkey then Syria where he is believed to have trained with ISIS before returning to France.
2015-08-23	(1) ISIL destroyed the 2,000-year-old Baalshamin Temple (Temple of Ba'al) in Palmyra Kurdish forces of the YPG exchanged hostages with Islamic State group for the first time. Each side released 3 hostages.; (2) Falcons of the Iraqi Air Force conducted an air strike, resulted in the death of ISIS Mufti of al-Jazeera area and large numbers from ISIS elements in the district of Tal Afar. ISIS blew up the house of the Iraqi Ambassador to Bahrain Ahmed Nayef Abu Zeian east of Ramadi. The First Iraqi Division Command managed to burn a vehicle carrying 5 militants and killed them all in the outskirts of Fallujah. The forces were able to destroy a booby-trapped bulldozer in the same area. ISIS executed 39 associates of the Iraqi police and army forces in Mosul. The operation was part of series of executions carried out by the organization against state employees in Mosul. IS militants bombed the district of Jaramshah north of Ramadi in Anbar province, killing 17 soldiers and injuring five others. Anbar operations commander Maj. Gen. Qassim Al-Muhammadi was injured after being hit by a mortar shell targeted him during the operation of the security units at Abu Ghitha area east of Ramadi. A force from al-Kwir and al-Kiyara clans in Nineveh, supported by Peshmerga and the international coalition, has been able today to gain control over the villages of al-Msentr and Doizzat east of Nineveh. The force had killed dozens of ISIS militants, in addition to cleansing the two villages. The Iraqi army repelled today ISIS attack against a security headquarters in al-Subaihat area in al-Krma district, (53 km east of Ramadi), killing 5 members of the organization and destroying a vehicle carrying heavy weapons.; (3) Suspected Boko Haram militants ambushed a convoy carrying Nigeria's chief of army staff on a tour of towns in troubled Borno state. One Nigerian soldier died while 10 militants were killed and another five captured.
2015-08-24	(1) Junaid Hussain, 21 and from Birmingham, UK, was killed in air strike by US forces in Raqqa. The Pentagon confirmed that a U.S. drone strike killed Junaid Hussain, an ISIS operative linked to the Garland, Texas, cartoon contest attack.; (2) A force belonging to the Iraqi Directorate of Military Intelligence launched missile strikes on the stronghold of ISIS militants in Baiji, north of Tikrit, killing 12 militants. Two bobby trapped vehicles were destroyed as well as two other vehicles belonging to the organization. A joint force from al-Jazeerah and al-Badiyah Operations Command and the eighteenth brigade of the federal police, was able to repel an attack carried out by ISIS at the Kilo-35 area west of the city of Ramadi. The joint force had managed to destroy 2 booby-trapped tankers and a booby-trapped bulldozer, while killed everyone inside them. 2 members of the security forces have been wounded in the clashes during the attack. Warplanes of the international coalition had bombed, sites for ISIS in the village of al-Dabj in Daquq District (35 km south of Kirkuk). The aerial bombing resulted in killing and wounding dozens of elements of the organization, in addition to destroying three tactical units belonging to them in the same village. A force of the commandos belonging to the leadership of the Federal Police managed to kill 5 members of ISIS and destroy a motorcycle while trying to break into a defensive line in Husaybah area (7 km east of Ramadi). In the meanwhile, a force from the First Rapid Intervention killed 6 ISIS members belonging, after surrounding them inside a shelter in Husaybah area. A force from al-Jazeera and al-Badiya Operations, in coordination with the Air Force Aviation, carried out, today, a security operation in the area of al-Baghdadi, resulting in the death of 8 ISIS members and the destruction of an ammunition store and five missile bases. Another force carried out an operation in Albu Hayat area in Haditha district (160 km west of Ramadi), killing 4 ISIS elements, in addition to destroying a vehicle and a shelter belonging to the organization.
2015-08-25	Three boys belonging to ISIS between the ages of 14–16 years old were killed, when a roadside bomb that they were planting exploded on the western axis of Saqlawiyah north of Fallujah, Irak. ISIL suicide bomber assassinated two Iraqi generals identified by state television as Maj. Gen. Abdul-Rahman Abu-Regheef, deputy chief of operations in Anbar, and Brig. Gen. Sefeen Abdul-Maguid, commander of the 10th Army Division. Joint security forces of the seventh Iraqi division and tribal fighters supported by the international coalition aviation carried out an extensive security operation resulted in the liberation of Jaba area in al-Baghdadi district (90 km west of Ramadi). The operation resulted in the death of 27 ISIS elements and the destruction of 10 missiles platforms by the artillery and the international coalition air strikes. It also resulted in the death of 3 fighters from the tribes, as well as wounding 4 soldiers.
2015-08-26	(1) Four leaders belonging to the ISIS organization were killed in an air strike by the international coalition west of Ramadi, Irak. ISIS sustained 40 dead and 45 injured during military operations that were carried out by the security forces and the Peshmerga for the liberation of Daquq District (40 km south of Kirkuk), Irak. The Iraqi Air Force carried out two sorties based on intelligence from the Intelligence and Investigations Agency. The first air trike targeted ISIS convoy in Anbar near the Syrian-Iraqi border, resulting in the killing of the militant Abu Salam, an ISIS leader, and the Saudi Ahmed Hammadi, in addition to killing 25 militants, while the second air strike targeted ISIS convoy in al-Wailiya area in Anbar, killing 50 militants from ISIL. An armed clash on the back of conflicts over power and money broke out between two groups belonging to ISIS in Mohandessin neighborhood in Mosul, Irak, resulting in the death of 13 elements of the organization. 13 ISIS elements were killed and 2 vehicles destroyed in an aerial bombing launched by the Iraqi army east of the city of Ramadi. An armed group attacked Khansa headquarters, which belongs to ISIS female elements in Babil neighborhood in Mosul, Irak. The attack resulted in the death of three women from the organization. A force from the leadership of al-Jazeera and al-Badiya Operations supported by the artillery managed to bomb and destroy five ISIS vehicles carrying heavy weapons, killing nine militants in Baghdadi district, Irak.; (2) ISIS militant fighters launched an offensive on headquarters of the YPG in Hasakah province in northeastern Syria. At least two YPG fighters were killed and four others injured after mortar shelling. The attack was followed by clashes between YPG forces and ISIS militants, who withdrew after two hours of fighting. Several militants were killed during the clashes.; (3) Kurdish forces backed by international coalition airstrikes drove Islamic State militants out of 10 villages in Iraq's Kirkuk province in an offensive to secure their territory to the north. Five peshmerga had been killed, most of them by improvised explosive devices. At least 12 ISIS militants were killed and 33 more wounded.
2015-08-27	(1) A force belonging to al-Hashed al-Sha’bi managed to detain the ISIS leader, known as Hasan Alawi, in a tactical operation in the Shiha Neighborhood located in Karmat al-Fallujah west of Ramadi.; (2) After seizing control of the nearby town of Harbal, Islamic State group tightened its siege on the rebel-held town of Marea in Aleppo countryside, north Syria. At least nine ISIS militants were killed in the clashes and Shamiya Front lost five of its rebels.
2015-08-28	(1) In the province of Kirkuk, 19 ISIS militants were either killed or injured in an aerial bombing by the international coalition that targeted five sites and tactical units belonging to ISIS.; (2) Subsequent to fierce clashes with militants of ISIS, rebel fighters of al-Shamiya Front regained a town in the countryside of Aleppo in northern Syria. At least 8 ISIS militants were killed during the clashes, and the rebels seized a large deal of weapons that were found in the evacuated town. Meanwhile, warplanes of the international coalition launched several strikes on ISIS tactical units and fighting positions in the Maskana town east of Aleppo. Dozens of militants were reported dead and at least 4 ISIS vehicles were destroyed during the strikes.; (3) 3 members of the Abu Sayyaf group were killed and 5 wounded, as well as 10 Marines were wounded, in an encounter, in the mountain of Patikul town, Sulu,Philippines.
2015-08-29	(1) Kurdish forces of the Peshmerga freed seven villages from militants of the Islamic State in northern Iraq after fierce clashes. More than forty ISIS militants were killed during the clashes.; (2) Turkish military aircraft launches first airstrikes against ISIL targets as part of the Western coalition.; (3) ISIS executed 20 of its gunmen in the city of Mosul. Five of them were executed on charges of carrying out an armed attack on the so-called Wali of Mosul, Abu Abdul Majid al-Afri, in July in Qayyarah area west of the city. 15 elements were executed on charges of escape from the battle fronts in Khazar region.
2015-08-30	(1) At least 65 militants of the ISIS were reported dead in airstrikes conducted by the international coalition in the Iraqi provinces of Diyala and Anbar.; (2) 17 ISIS elements were killed in internal armed clashes between two groups belonging to the organization, because of a dispute over the distribution of money and power west of Mosul. The Iraqi army's air force carried out an air strike on a workshop for booby-trapping the vehicles in Khalid Ibn al-Waleed farm located in the modern village west of Ramadi. The strike resulted in the destruction of the workshop and killing dozens of ISIS elements, in addition to burning four vehicles, including two booby-trapped vehicles.; (3) ISIL destroyed the Temple of Bel in Palmyra. The bricks and columns were reported as lying on the ground and only one wall was reported as remaining, according to a Palmyra resident.; (4) The International coalition warplanes were able to bomb a house in Joabh area east of Ramadi, which was taken by ISIS as headquarters for meetings; killing 43 elements of the organization, including Arab leaders.
2015-08-31	Iraqi Federal Police announced the killing of five ISIS members and the destruction of a vehicle belonging to the organization and carrying weapons in east of Ramadi. The Seventh Division commander of the Iraqi army announced that the security forces repelled ISIS attack on al-Baghdadi and Haditha in Anbar, saying that 32 elements of the organization were killed.
2015-09-01	At least one Turkish soldier was killed and two others wounded in the southern province of Kilis by cross-border fire near Syria. The fire came from Syrian territory held by ISIS militants.
2015-09-05	(1) The international coalition carried out 21 airstrikes against the Islamic State in Iraq and Syria over the weekend of 5 September. The largest concentration of attacks occurred near Fallujah, Iraq, where five airstrikes hit staging areas, a building and a bunker. Another 12 attacks were carried out across six other cities in Iraq.; (2) An Iraqi woman, believed to be a member of the Yazidi-Kurdish minority, shot dead a senior Islamic State commander known as Abu Anas, as bloody revenge for making her a sex slave.
2015-09-08	In coordination with the Government of Iraq, the Coalition conducted airstrikes against an ISIL operating base and staging area located in a stadium near Ramadi. The stadium was a key ISIL command and supply hub in the Ramadi region and was being used to store large amounts of homemade explosives, weapons and ammunition as well as VBIED components. ISIL used the stadium as a base of operations to control fighters across the Ramadi region, and as a central node for lethal aid funneled down the Euphrates River Valley. This hub was destroyed.
2015-09-10	A coalition airstrike kills Abu Bakr al-Turkmani, an ISIL administrative emir, at Tal Afar, Iraq.
2015-09-14	(1) Two Australian Hornet fighter aircraft destroyed an ISIL armoured personnel carrier with a precision-guided missile in east Syria.; (2) The RAF has successfully destroyed an Islamic State explosive haul.
2015-09-15	Egyptian security forces killed 55 militants in Sinai on the ninth day of an operation against Islamists in the area 2 Egyptian soldiers were killed.
